"x","y"
"0.83224100000000001","1"
"0.83242400000000005","1"
"0.83224100000000001","1"
"0.88649199999999995","1"
"0.91450100000000001","1"
"0.85902000000000001","1"
"0.83242400000000005","1"
"0.83242400000000005","1"
"0.85902000000000001","1"
"0.85902000000000001","1"
"0.83224100000000001","1"
"0.88636800000000004","1"
"0.91431300000000004","1"
"0.85902000000000001","1"
"0.80754599999999999","1"
"0.85902000000000001","1"
"0.91431300000000004","1"
"0.97143699999999999","1"
"0.91450100000000001","1"
"0.80876400000000004","1"
"0.859935","1"
"0.88747100000000001","1"
"0.86198200000000003","1"
"0.88932999999999995","1"
"0.88829999999999998","1"
"0.88829999999999998","1"
"0.91696800000000001","1"
"0.91612099999999996","1"
"0.91612099999999996","1"
"0.91612099999999996","1"
"0.94542099999999996","1"
"0.94318400000000002","1.6666669999999999"
"0.86082700000000001","1.592457"
"1.028143","1"
"0.29562100000000002","1.408758"
"0.351522","1.433584"
"1.1675759999999999","1.815634"
"1.080989","2.2426189999999999"
"1.166139","2"
"1.7175370000000001","1.410174"
"1.7399960000000001","1.5750740000000001"
"1.7234830000000001","1.3901490000000001"
"1.71427","1.342854"
"1.7328779999999999","1.352249"
"2.304646","1.9713130000000001"
"2.304646","1.942625"
"2.3142290000000001","2"
"2.267541","1.943603"
"1.6857709999999999","1.3715409999999999"
"2.2956210000000001","1.886863"
"2.2770609999999998","1.8593280000000001"
"2.2581449999999998","1.915416"
"1.7418549999999999","1.3427290000000001"
"1.7236659999999999","1.3618330000000001"
"1.722939","1.417734"
"1.7510669999999999","1.389605"
"1.7399960000000001","1.4524589999999999"
"1.6852750000000001","1.4264250000000001"
"1.695354","1.3333330000000001"
"1.6857709999999999","1.3715409999999999"
"1.695354","1.3620209999999999"
"1.6666669999999999","1.3620209999999999"
"1.695354","1.3620209999999999"
"1.7597590000000001","1.4078170000000001"
"1.7418549999999999","1.3991260000000001"
"2","1.943603"
"1.71427","2.657146"
"1.216831","2.4960019999999998"
"1.433584","3.3515220000000001"
"1.3239380000000001","3.4085209999999999"
"1.3238129999999999","3.3809369999999999"
"1.695354","1.3620209999999999"
"1.1285430000000001","2.8077899999999998"
"1.261582","2.4305059999999998"
"1.271166","2.7245279999999998"
"1.2730680000000001","2.7913060000000001"
"1.531917","3.2426189999999999"
"1.548227","3.2186900000000001"
"1.523552","3.2415889999999998"
"1.531917","3.2426189999999999"
"1.548227","3.2186900000000001"
"1.539536","3.2179859999999998"
"1.524705","3.266257"
"1.524705","3.266257"
"1.495169","3.3089569999999999"
"1.5083329999999999","3.2640189999999998"
"1.507927","3.2381090000000001"
"1.483695","3.1993429999999998"
"1.4816039999999999","3.2267199999999998"
"1.4939199999999999","3.2852269999999999"
"1.473543","3.3024529999999999"
"1.4688639999999999","3.3467359999999999"
"1.5478160000000001","3.30518"
"1.6895039999999999","3.166318"
"1.869801","2.5584829999999998"
"1.8743129999999999","2.3966150000000002"
"2.4202520000000001","3.220288"
"2.473398","2.131373"
"3.2132879999999999","2.457668"
"3.3821940000000001","2.6688390000000002"
"3.195646","3.1703049999999999"
"3.8301590000000001","2.520232"
"3.8466260000000001","2.563707"
"3.3856310000000001","2.4738509999999998"
"3.6666669999999999","2.6379790000000001"
"3.7480009999999999","1.783169"
"3.758912","1.806297"
"3.7510669999999999","1.8593280000000001"
"3.7420909999999998","1.886863"
"3.7687349999999999","1.860827"
"3.732459","1.8590199999999999"
"3.728834","1.7867120000000001"
"3.7651400000000002","1.7584109999999999"
"3.7681239999999998","1.806297"
"3.760043","1.8599349999999999"
"3.7047500000000002","1.9714370000000001"
"3.7048739999999998","1.942688"
"3.732459","1.943603"
"3.4293450000000001","1.4318070000000001"
"3.4258860000000002","1.4576279999999999"
"4","1.942876"
"4","1.733743"
"4","1.8864920000000001"
"3.4478800000000001","1.847456"
"2.8218740000000002","2.4504990000000002"
"2.5421049999999998","2.552092"
"2.2148940000000001","2.0820620000000001"
"2","1.9716199999999999"
"2","2.1135079999999999"
"2","2.1596299999999999"
"2","1.943603"
"2","2"
"0.305205","2.4458769999999999"
"0.33333299999999999","2.3907080000000001"
"0.39014900000000002","2.4469660000000002"
"0.28572999999999998","2.628584"
"0","1.6515"
"0","1.6340490000000001"
"0","1.9716199999999999"
"0","2.1380180000000002"
"0","2.1855739999999999"
"0","2.2083789999999999"
"0","2.1596299999999999"
"0","2.1896580000000001"
"0","2.1855739999999999"
"0","2.2109800000000002"
"0.277061","2.5822660000000002"
"0.30464599999999997","2.6379790000000001"
"0.26712200000000003","2.6193710000000001"
"0.26712200000000003","2.6193710000000001"
"0.33333299999999999","2.695354"
"0.32374999999999998","2.67625"
"0.37141600000000002","2.657146"
"0.37141600000000002","2.71427"
"0.29705700000000002","2.7575210000000001"
"0.98421999999999998","2.8874780000000002"
"1.5007619999999999","3"
"1.531657","3"
"1.505185","2.8619089999999998"
"1.48021","2.8475799999999998"
"2.467247","3"
"2.4653399999999999","3"
"2.9056630000000001","2.388843"
"2.8759510000000001","2.370625"
"2.3823379999999998","2.3923369999999999"
"3","1.5124070000000001"
"3","0.62422599999999995"
"2.3797229999999998","0.47978199999999999"
"2.3633350000000002","0.48483900000000002"
"2.4555259999999999","0.088250999999999996"
"2.342025","0.18457699999999999"
"2.3239380000000001","0.26754099999999997"
"2.7770999999999999","0.41618300000000003"
"2.8317939999999999","0.376585"
"2.6848550000000002","0.45177299999999998"
"2.657454","0.42557800000000001"
"2.7399960000000001","0.452459"
"2.8930820000000002","0.53812300000000002"
"2.8111799999999998","0.57508300000000001"
"2.694251","0.44376700000000002"
"2.7236660000000001","0.36183300000000002"
"3","1.1896580000000001"
"3","1.1332709999999999"
"3","2.4607190000000001"
"3","2.4643600000000001"
"2.4688639999999999","2.8155999999999999"
